Raman_Shift
68.2501
70.9318
73.6118
76.2902
78.9668
81.6417
84.3149
86.9864
89.6562
92.3243
94.9906
97.6553
100.318
102.98
105.639
108.297
110.953
113.608
116.261
118.912
121.561
124.209
126.855
129.499
132.142
134.783
137.423
140.06
142.696
145.331
147.963
150.594
153.223
155.851
158.477
161.101
163.724
166.345
168.964
171.582
174.198
176.812
179.425
182.036
184.645
187.253
189.859
192.464
195.066
197.667
200.267
202.865
205.461
208.055
210.648
213.24
215.829
218.417
221.004
223.588
226.171
228.753
231.333
233.911
236.488
239.063
241.636
244.208
246.778
249.346
251.913
254.478
257.042
259.604
262.164
264.723
267.28
269.836
272.39
274.942
277.493
280.042
282.59
285.136
287.68
290.223
292.764
295.303
297.841
300.378
302.912
305.446
307.977
310.507
313.036
315.562
318.088
320.611
323.133
325.654
328.173
330.69
333.206
335.72
338.233
340.744
343.253
345.761
348.268
350.772
353.276
355.777
358.277
360.776
363.273
365.768
368.262
370.754
373.245
375.734
378.222
380.708
383.193
385.676
388.157
390.637
393.115
395.592
398.067
400.541
403.013
405.484
407.953
410.42
412.886
415.351
417.814
420.275
422.735
425.194
427.65
430.106
432.559
435.012
437.462
439.912
442.359
444.806
447.25
449.693
452.135
454.575
457.014
459.451
461.886
464.32
466.753
469.184
471.614
474.042
476.468
478.893
481.317
483.739
486.159
488.578
490.996
493.412
495.827
498.24
500.651
503.061
505.47
507.877
510.283
512.687
515.089
517.491
519.89
522.289
524.685
527.081
529.474
531.867
534.257
536.647
539.035
541.421
543.806
546.189
548.571
550.952
553.331
555.709
558.085
560.46
562.833
565.205
567.575
569.944
572.311
574.677
577.042
579.405
581.766
584.126
586.485
588.842
591.198
593.552
595.905
598.257
600.607
602.955
605.302
607.648
609.992
612.335
614.677
617.017
619.355
621.692
624.028
626.362
628.695
631.026
633.356
635.685
638.012
640.338
642.662
644.985
647.306
649.626
651.945
654.262
656.578
658.892
661.205
663.516
665.827
668.135
670.443
672.748
675.053
677.356
679.658
681.958
684.257
686.554
688.85
691.145
693.438
695.73
698.021
700.31
702.597
704.884
707.169
709.452
711.734
714.015
716.294
718.572
720.849
723.124
725.398
727.671
729.942
732.211
734.48
736.747
739.012
741.276
743.539
745.801
748.061
750.319
752.577
754.833
757.087
759.341
761.592
763.843
766.092
768.34
770.586
772.831
775.075
777.317
779.558
781.798
784.036
786.273
788.509
790.743
792.976
795.207
797.438
799.666
801.894
804.12
806.345
808.568
810.79
813.011
815.231
817.449
819.666
821.881
824.095
826.308
828.519
830.729
832.938
835.146
837.352
839.556
841.76
843.962
846.163
848.362
850.56
852.757
854.953
857.147
859.34
861.531
863.722
865.91
868.098
870.284
872.469
874.653
876.835
879.016
881.196
883.375
885.552
887.727
889.902
892.075
894.247
896.418
898.587
900.755
902.922
905.087
907.251
909.414
911.575
913.736
915.895
918.052
920.209
922.364
924.517
926.67
928.821
930.971
933.12
935.267
937.413
939.558
941.701
943.843
945.984
948.124
950.262
952.399
954.535
956.67
958.803
960.935
963.066
965.195
967.324
969.45
971.576
973.7
975.824
977.945
980.066
982.185
984.303
986.42
988.536
990.65
992.763
994.875
996.985
999.095
1001.2
1003.31
1005.41
1007.52
1009.62
1011.72
1013.82
1015.92
1018.02
1020.12
1022.21
1024.31
1026.4
1028.49
1030.58
1032.67
1034.76
1036.85
1038.93
1041.02
1043.1
1045.18
1047.26
1049.34
1051.42
1053.5
1055.57
1057.65
1059.72
1061.79
1063.86
1065.93
1068
1070.07
1072.13
1074.2
1076.26
1078.33
1080.39
1082.45
1084.5
1086.56
1088.62
1090.67
1092.73
1094.78
1096.83
1098.88
1100.93
1102.98
1105.02
1107.07
1109.11
1111.16
1113.2
1115.24
1117.28
1119.32
1121.35
1123.39
1125.42
1127.46
1129.49
1131.52
1133.55
1135.58
1137.6
1139.63
1141.65
1143.68
1145.7
1147.72
1149.74
1151.76
1153.78
1155.8
1157.81
1159.82
1161.84
1163.85
1165.86
1167.87
1169.88
1171.89
1173.89
1175.9
1177.9
1179.9
1181.9
1183.9
1185.9
1187.9
1189.9
1191.89
1193.89
1195.88
1197.87
1199.86
1201.85
1203.84
1205.83
1207.81
1209.8
1211.78
1213.76
1215.74
1217.72
1219.7
1221.68
1223.66
1225.63
1227.61
1229.58
1231.55
1233.52
1235.49
1237.46
1239.43
1241.4
1243.36
1245.33
1247.29
1249.25
1251.21
1253.17
1255.13
1257.09
1259.04
1261
1262.95
1264.9
1266.85
1268.81
1270.75
1272.7
1274.65
1276.6
1278.54
1280.48
1282.43
1284.37
1286.31
1288.25
1290.18
1292.12
1294.06
1295.99
1297.92
1299.86
1301.79
1303.72
1305.65
1307.57
1309.5
1311.43
1313.35
1315.27
1317.2
1319.12
1321.04
1322.96
1324.87
1326.79
1328.71
1330.62
1332.53
1334.45
1336.36
1338.27
1340.17
1342.08
1343.99
1345.89
1347.8
1349.7
1351.6
1353.51
1355.41
1357.3
1359.2
1361.1
1362.99
1364.89
1366.78
1368.67
1370.57
1372.46
1374.34
1376.23
1378.12
1380
1381.89
1383.77
1385.66
1387.54
1389.42
1391.3
1393.17
1395.05
1396.93
1398.8
1400.68
1402.55
1404.42
1406.29
1408.16
1410.03
1411.9
1413.76
1415.63
1417.49
1419.35
1421.22
1423.08
1424.94
1426.79
1428.65
1430.51
1432.36
1434.22
1436.07
1437.92
1439.78
1441.63
1443.47
1445.32
1447.17
1449.02
1450.86
1452.7
1454.55
1456.39
1458.23
1460.07
1461.91
1463.74
1465.58
1467.42
1469.25
1471.08
1472.92
1474.75
1476.58
1478.41
1480.23
1482.06
1483.89
1485.71
1487.53
1489.36
1491.18
1493
1494.82
1496.64
1498.45
1500.27
1502.09
1503.9
1505.71
1507.53
1509.34
1511.15
1512.96
1514.76
1516.57
1518.38
1520.18
1521.99
1523.79
1525.59
1527.39
1529.19
1530.99
1532.79
1534.58
1536.38
1538.17
1539.97
1541.76
1543.55
1545.34
1547.13
1548.92
1550.71
1552.49
1554.28
1556.06
1557.85
1559.63
1561.41
1563.19
1564.97
1566.75
1568.53
1570.3
1572.08
1573.85
1575.63
1577.4
1579.17
1580.94
1582.71
1584.48
1586.24
1588.01
1589.78
1591.54
1593.3
1595.06
1596.83
1598.59
1600.34
1602.1
1603.86
1605.62
1607.37
1609.13
1610.88
1612.63
1614.38
1616.13
1617.88
1619.63
1621.38
1623.12
1624.87
1626.61
1628.35
1630.1
1631.84
1633.58
1635.32
1637.06
1638.79
1640.53
1642.26
1644
1645.73
1647.46
1649.2
1650.93
1652.65
1654.38
1656.11
1657.84
1659.56
1661.29
1663.01
1664.73
1666.45
1668.17
1669.89
1671.61
1673.33
1675.05
1676.76
1678.48
1680.19
1681.9
1683.62
1685.33
1687.04
1688.74
1690.45
1692.16
1693.87
1695.57
1697.27
1698.98
1700.68
1702.38
1704.08
1705.78
1707.48
1709.18
1710.87
1712.57
1714.26
1715.95
1717.65
1719.34
1721.03
1722.72
1724.41
1726.1
1727.78
1729.47
1731.15
1732.84
1734.52
1736.2
1737.88
1739.56
1741.24
1742.92
1744.6
1746.27
1747.95
1749.62
1751.3
1752.97
1754.64
1756.31
1757.98
1759.65
1761.32
1762.98
1764.65
1766.31
1767.98
1769.64
1771.3
1772.96
1774.63
1776.28
1777.94
1779.6
1781.26
1782.91
1784.57
1786.22
1787.87
1789.53
1791.18
1792.83
1794.48
1796.12
1797.77
1799.42
1801.06
1802.71
1804.35
1805.99
1807.63
1809.28
1810.92
1812.55
1814.19
1815.83
1817.47
1819.1
1820.73
1822.37
1824
1825.63
1827.26
1828.89
1830.52
1832.15
1833.78
1835.4
1837.03
1838.65
1840.27
1841.9
1843.52
1845.14
1846.76
1848.38
1850
1851.61
1853.23
1854.84
1856.46
1858.07
1859.68
1861.29
1862.91
1864.52
1866.12
1867.73
1869.34
1870.94
1872.55
1874.15
1875.76
1877.36
1878.96
1880.56
1882.16
1883.76
1885.36
1886.96
1888.55
1890.15
1891.74
1893.34
1894.93
1896.52
1898.11
1899.7
1901.29
1902.88
1904.47
1906.05
1907.64
1909.22
1910.81
1912.39
1913.97
1915.55
1917.13
1918.71
1920.29
1921.87
1923.44
1925.02
1926.59
1928.17
1929.74
1931.31
1932.89
1934.46
1936.03
1937.59
1939.16
1940.73
1942.3
1943.86
1945.43
1946.99
1948.55
1950.11
1951.67
1953.23
1954.79
1956.35
1957.91
1959.47
1961.02
1962.58
1964.13
1965.68
1967.24
1968.79
1970.34
1971.89
1973.44
1974.98
1976.53
1978.08
1979.62
1981.17
1982.71
1984.25
1985.79
1987.34
1988.88
1990.41
1991.95
1993.49
1995.03
1996.56
1998.1
1999.63
2001.17
2002.7
2004.23
2005.76
2007.29
2008.82
2010.35
2011.88
2013.4
2014.93
2016.45
2017.98
2019.5
2021.02
2022.54
2024.06
2025.58
2027.1
2028.62
2030.14
2031.65
2033.17
2034.68
2036.2
2037.71
2039.22
2040.73
2042.24
2043.75
2045.26
2046.77
2048.28
2049.78
2051.29
2052.79
2054.3
2055.8
2057.3
2058.8
2060.3
2061.8
2063.3
2064.8
2066.3
2067.79
2069.29
2070.78
2072.28
2073.77
2075.26
2076.75
2078.24
2079.73
2081.22
2082.71
2084.2
2085.68
2087.17
2088.65
2090.14
2091.62
2093.1
2094.59
2096.07
2097.55
2099.02
2100.5
2101.98
2103.46
2104.93
2106.41
2107.88
2109.35
2110.83
2112.3
2113.77
2115.24
2116.71
2118.18
2119.64
2121.11
2122.58
2124.04
2125.51
2126.97
2128.43
2129.89
2131.36
2132.82
2134.27
2135.73
2137.19
2138.65
2140.1
2141.56
2143.01
2144.47
